name,text_domain,metric_name,value,d,n_tokens,N,K
clip_openai__l14,answer_other,cm_r2,-0.566955186072,1024,256,4618,512
clip_openai__l14,answer_other,mutual_kNN_k10,0.02197921178,1024,256,4618,512
clip_openai__l14,answer_other,mutual_kNN_k20,0.025270679948,1024,256,4618,512
clip_openai__l14,answer_other,mutual_kNN_k5,0.0191424859246,1024,256,4618,512
clip_openai__l14,caption,VSA,0.881565709241,1024,256,4618,512
clip_openai__l14,caption,VSA_abtt1,0.893590773308,1024,256,4618,512
clip_openai__l14,caption,VSA_abtt2,0.893889492023,1024,256,4618,512
clip_openai__l14,caption,VSA_abtt3,0.901940166816,1024,256,4618,512
clip_openai__l14,caption,cm_cka,0.249239639619,1024,256,4618,512
clip_openai__l14,caption,cm_r2,-0.221550592823,1024,256,4618,512
clip_openai__l14,caption,mutual_kNN_k10,0.0768297964487,1024,256,4618,512
clip_openai__l14,caption,mutual_kNN_k20,0.087906019922,1024,256,4618,512
clip_openai__l14,caption,mutual_kNN_k5,0.0667388479861,1024,256,4618,512
clip_openai__l14,qa_concat,VSA,0.659540291751,1024,256,4618,512
clip_openai__l14,qa_concat,cm_cka,0.0870191185248,1024,256,4618,512
clip_openai__l14,qa_concat,cm_r2,-0.458241924876,1024,256,4618,512
clip_openai__l14,qa_concat,mutual_kNN_k10,0.0225638804677,1024,256,4618,512
clip_openai__l14,qa_concat,mutual_kNN_k20,0.0266998700736,1024,256,4618,512
clip_openai__l14,qa_concat,mutual_kNN_k5,0.0198354265916,1024,256,4618,512
clip_openai__l14,question_other,VSA,0.604347811084,1024,256,4618,512
clip_openai__l14,question_other,cm_cka,0.0696046394423,1024,256,4618,512
clip_openai__l14,question_other,cm_r2,-0.509954086303,1024,256,4618,512
clip_openai__l14,question_other,mutual_kNN_k10,0.0188826331745,1024,256,4618,512
clip_openai__l14,question_other,mutual_kNN_k20,0.0220441749675,1024,256,4618,512
clip_openai__l14,question_other,mutual_kNN_k5,0.0159809441317,1024,256,4618,512
dino_vitb16,answer_all_types,VSA,0.214509135287,768,196,4618,512
dino_vitb16,answer_all_types,cm_cka,0.00706630167721,768,196,4618,512
dino_vitb16,answer_all_types,cm_r2,-0.486168928251,768,196,4618,512
dino_vitb16,answer_all_types,mutual_kNN_k10,0.00708098744045,768,196,4618,512
dino_vitb16,answer_all_types,mutual_kNN_k20,0.00794716327414,768,196,4618,512
dino_vitb16,answer_all_types,mutual_kNN_k5,0.0067994802945,768,196,4618,512
dino_vitb16,answer_other,VSA,0.492025014581,768,196,4618,512
dino_vitb16,answer_other,cm_cka,0.0163195613301,768,196,4618,512
dino_vitb16,answer_other,cm_r2,-0.475035176643,768,196,4618,512
dino_vitb16,answer_other,mutual_kNN_k10,0.0141836292767,768,196,4618,512
dino_vitb16,answer_other,mutual_kNN_k20,0.0165331312256,768,196,4618,512
dino_vitb16,answer_other,mutual_kNN_k5,0.0136855781724,768,196,4618,512
dino_vitb16,caption,VSA,0.866368386187,768,196,4618,512
dino_vitb16,caption,VSA_abtt1,0.868000504218,768,196,4618,512
dino_vitb16,caption,VSA_abtt2,0.877476396636,768,196,4618,512
dino_vitb16,caption,VSA_abtt3,0.883098215159,768,196,4618,512
dino_vitb16,caption,cm_cka,0.186660730078,768,196,4618,512
dino_vitb16,caption,cm_r2,-0.206482844116,768,196,4618,512
dino_vitb16,caption,mutual_kNN_k10,0.0511260285838,768,196,4618,512
dino_vitb16,caption,mutual_kNN_k20,0.0583369423993,768,196,4618,512
dino_vitb16,caption,mutual_kNN_k5,0.0449978345604,768,196,4618,512
dino_vitb16,qa_concat,VSA,0.645653995689,768,196,4618,512
dino_vitb16,qa_concat,cm_cka,0.0612068297251,768,196,4618,512
dino_vitb16,qa_concat,cm_r2,-0.380315220894,768,196,4618,512
dino_vitb16,qa_concat,mutual_kNN_k10,0.0174534430489,768,196,4618,512
dino_vitb16,qa_concat,mutual_kNN_k20,0.0208315288003,768,196,4618,512
dino_vitb16,qa_concat,mutual_kNN_k5,0.0165872672152,768,196,4618,512
dino_vitb16,question_other,VSA,0.588041179581,768,196,4618,512
dino_vitb16,question_other,cm_cka,0.0484321220273,768,196,4618,512
dino_vitb16,question_other,cm_r2,-0.4012982757,768,196,4618,512
dino_vitb16,question_other,mutual_kNN_k10,0.0135773061932,768,196,4618,512
dino_vitb16,question_other,mutual_kNN_k20,0.0177024686011,768,196,4618,512
dino_vitb16,question_other,mutual_kNN_k5,0.0126461671719,768,196,4618,512
dino_vitb8,answer_all_types,VSA,0.191590475237,768,784,4618,512
dino_vitb8,answer_all_types,cm_cka,0.00674490364499,768,784,4618,512
dino_vitb8,answer_all_types,cm_r2,-0.487513909219,768,784,4618,512
dino_vitb8,answer_all_types,mutual_kNN_k10,0.00770896491988,768,784,4618,512
dino_vitb8,answer_all_types,mutual_kNN_k20,0.0084885231702,768,784,4618,512
dino_vitb8,answer_all_types,mutual_kNN_k5,0.00788220008662,768,784,4618,512
dino_vitb8,answer_other,VSA,0.513388743589,768,784,4618,512
dino_vitb8,answer_other,cm_cka,0.0159063174159,768,784,4618,512
dino_vitb8,answer_other,cm_r2,-0.471781505729,768,784,4618,512
dino_vitb8,answer_other,mutual_kNN_k10,0.0150931139021,768,784,4618,512
dino_vitb8,answer_other,mutual_kNN_k20,0.0174967518406,768,784,4618,512
dino_vitb8,answer_other,mutual_kNN_k5,0.0149848419229,768,784,4618,512
dino_vitb8,caption,VSA,0.878961538732,768,784,4618,512
dino_vitb8,caption,VSA_abtt1,0.887700829251,768,784,4618,512
dino_vitb8,caption,VSA_abtt2,0.888603754668,768,784,4618,512
dino_vitb8,caption,VSA_abtt3,0.896772855637,768,784,4618,512
dino_vitb8,caption,cm_cka,0.187004222398,768,784,4618,512
dino_vitb8,caption,cm_r2,-0.187538918524,768,784,4618,512
dino_vitb8,caption,mutual_kNN_k10,0.0559982676483,768,784,4618,512
dino_vitb8,caption,mutual_kNN_k20,0.0643460372456,768,784,4618,512
dino_vitb8,caption,mutual_kNN_k5,0.0483759203118,768,784,4618,512
dino_vitb8,qa_concat,VSA,0.665729496011,768,784,4618,512
dino_vitb8,qa_concat,cm_cka,0.0602192943691,768,784,4618,512
dino_vitb8,qa_concat,cm_r2,-0.376705695117,768,784,4618,512
dino_vitb8,qa_concat,mutual_kNN_k10,0.0181680381117,768,784,4618,512
dino_vitb8,qa_concat,mutual_kNN_k20,0.0214053702902,768,784,4618,512
dino_vitb8,qa_concat,mutual_kNN_k5,0.0168471199654,768,784,4618,512
dino_vitb8,question_other,VSA,0.613975485666,768,784,4618,512
dino_vitb8,question_other,cm_cka,0.0472941199925,768,784,4618,512
dino_vitb8,question_other,cm_r2,-0.414067924892,768,784,4618,512
dino_vitb8,question_other,mutual_kNN_k10,0.0149848419229,768,784,4618,512
dino_vitb8,question_other,mutual_kNN_k20,0.0184278908618,768,784,4618,512
dino_vitb8,question_other,mutual_kNN_k5,0.0131225638805,768,784,4618,512
dino_vits16,answer_all_types,VSA,0.265057832686,384,196,4618,384
dino_vits16,answer_all_types,cm_cka,0.00562705676192,384,196,4618,384
dino_vits16,answer_all_types,cm_r2,-0.199805755254,384,196,4618,384
dino_vits16,answer_all_types,mutual_kNN_k10,0.00643135556518,384,196,4618,384
dino_vits16,answer_all_types,mutual_kNN_k20,0.00782806409701,384,196,4618,384
dino_vits16,answer_all_types,mutual_kNN_k5,0.00640970116934,384,196,4618,384
dino_vits16,answer_other,VSA,0.450050933207,384,196,4618,384
dino_vits16,answer_other,cm_cka,0.0135196292294,384,196,4618,384
dino_vits16,answer_other,cm_r2,-0.194592477705,384,196,4618,384
dino_vits16,answer_other,mutual_kNN_k10,0.0118666089216,384,196,4618,384
dino_vits16,answer_other,mutual_kNN_k20,0.0141403204851,384,196,4618,384
dino_vits16,answer_other,mutual_kNN_k5,0.0112169770463,384,196,4618,384
dino_vits16,caption,VSA,0.878071806555,384,196,4618,384
dino_vits16,caption,VSA_abtt1,0.886729861249,384,196,4618,384
dino_vits16,caption,VSA_abtt2,0.889630670729,384,196,4618,384
dino_vits16,caption,VSA_abtt3,0.898008811251,384,196,4618,384
dino_vits16,caption,cm_cka,0.173111105147,384,196,4618,384
dino_vits16,caption,cm_r2,0.00704435057054,384,196,4618,384
dino_vits16,caption,mutual_kNN_k10,0.0441316587267,384,196,4618,384
dino_vits16,caption,mutual_kNN_k20,0.0496535296665,384,196,4618,384
dino_vits16,caption,mutual_kNN_k5,0.0396708531832,384,196,4618,384
dino_vits16,qa_concat,VSA,0.684422064377,384,196,4618,384
dino_vits16,qa_concat,cm_cka,0.0558173533146,384,196,4618,384
dino_vits16,qa_concat,cm_r2,-0.11564668533,384,196,4618,384
dino_vits16,qa_concat,mutual_kNN_k10,0.0148549155479,384,196,4618,384
dino_vits16,qa_concat,mutual_kNN_k20,0.0176483326115,384,196,4618,384
dino_vits16,qa_concat,mutual_kNN_k5,0.0146383715894,384,196,4618,384
dino_vits16,question_other,VSA,0.627645870356,384,196,4618,384
dino_vits16,question_other,cm_cka,0.0438355749033,384,196,4618,384
dino_vits16,question_other,cm_r2,-0.130336569366,384,196,4618,384
dino_vits16,question_other,mutual_kNN_k10,0.0117366825466,384,196,4618,384
dino_vits16,question_other,mutual_kNN_k20,0.015244694673,384,196,4618,384
dino_vits16,question_other,mutual_kNN_k5,0.011130359463,384,196,4618,384
dino_vits8,answer_all_types,VSA,0.342664346147,384,784,4618,384
dino_vits8,answer_all_types,cm_cka,0.00560608190513,384,784,4618,384
dino_vits8,answer_all_types,cm_r2,-0.198110019107,384,784,4618,384
dino_vits8,answer_all_types,mutual_kNN_k10,0.00697271546124,384,784,4618,384
dino_vits8,answer_all_types,mutual_kNN_k20,0.00846686877436,384,784,4618,384
dino_vits8,answer_all_types,mutual_kNN_k5,0.00723256821135,384,784,4618,384
dino_vits8,answer_other,VSA,0.521497793705,384,784,4618,384
dino_vits8,answer_other,cm_cka,0.0133985157692,384,784,4618,384
dino_vits8,answer_other,cm_r2,-0.178182332902,384,784,4618,384
dino_vits8,answer_other,mutual_kNN_k10,0.0139237765266,384,784,4618,384
dino_vits8,answer_other,mutual_kNN_k20,0.0165547856215,384,784,4618,384
dino_vits8,answer_other,mutual_kNN_k5,0.013598960589,384,784,4618,384
dino_vits8,caption,VSA,0.889292850362,384,784,4618,384
dino_vits8,caption,VSA_abtt1,0.888102220708,384,784,4618,384
dino_vits8,caption,VSA_abtt2,0.893636578999,384,784,4618,384
dino_vits8,caption,VSA_abtt3,0.894625291585,384,784,4618,384
dino_vits8,caption,cm_cka,0.15976243056,384,784,4618,384
dino_vits8,caption,cm_r2,0.0313496337327,384,784,4618,384
dino_vits8,caption,mutual_kNN_k10,0.0527717626678,384,784,4618,384
dino_vits8,caption,mutual_kNN_k20,0.0597444781291,384,784,4618,384
dino_vits8,caption,mutual_kNN_k5,0.0466002598528,384,784,4618,384
dino_vits8,qa_concat,VSA,0.710619394389,384,784,4618,384
dino_vits8,qa_concat,cm_cka,0.0493937959856,384,784,4618,384
dino_vits8,qa_concat,cm_r2,-0.100253189971,384,784,4618,384
dino_vits8,qa_concat,mutual_kNN_k10,0.016890428757,384,784,4618,384
dino_vits8,qa_concat,mutual_kNN_k20,0.020463404071,384,784,4618,384
dino_vits8,qa_concat,mutual_kNN_k5,0.0157644001732,384,784,4618,384
dino_vits8,question_other,VSA,0.656673919122,384,784,4618,384
dino_vits8,question_other,cm_cka,0.0383660108753,384,784,4618,384
dino_vits8,question_other,cm_r2,-0.122476258427,384,784,4618,384
dino_vits8,question_other,mutual_kNN_k10,0.0137288869641,384,784,4618,384
dino_vits8,question_other,mutual_kNN_k20,0.017312689476,384,784,4618,384
dino_vits8,question_other,mutual_kNN_k5,0.0123863144218,384,784,4618,384
dinov2_base,answer_all_types,VSA,0.222178509789,768,256,4618,512
dinov2_base,answer_all_types,cm_cka,0.00940723781247,768,256,4618,512
dinov2_base,answer_all_types,cm_r2,-0.507732466829,768,256,4618,512
dinov2_base,answer_all_types,mutual_kNN_k10,0.0102641836293,768,256,4618,512
dinov2_base,answer_all_types,mutual_kNN_k20,0.0117583369424,768,256,4618,512
dinov2_base,answer_all_types,mutual_kNN_k5,0.00965786054569,768,256,4618,512
dinov2_base,answer_other,VSA,0.552944337004,768,256,4618,512
dinov2_base,answer_other,cm_cka,0.0258440524208,768,256,4618,512
dinov2_base,answer_other,cm_r2,-0.478021167338,768,256,4618,512
dinov2_base,answer_other,mutual_kNN_k10,0.0214595062798,768,256,4618,512
dinov2_base,answer_other,mutual_kNN_k20,0.0257903854482,768,256,4618,512
dinov2_base,answer_other,mutual_kNN_k5,0.0206582936336,768,256,4618,512
dinov2_base,caption,VSA,0.868243510466,768,256,4618,512
dinov2_base,caption,VSA_abtt1,0.868564916521,768,256,4618,512
dinov2_base,caption,VSA_abtt2,0.862820476235,768,256,4618,512
dinov2_base,caption,VSA_abtt3,0.86574663906,768,256,4618,512
dinov2_base,caption,cm_cka,0.304616860774,768,256,4618,512
dinov2_base,caption,cm_r2,-0.140815829492,768,256,4618,512
dinov2_base,caption,mutual_kNN_k10,0.0836942399307,768,256,4618,512
dinov2_base,caption,mutual_kNN_k20,0.0972932005197,768,256,4618,512
dinov2_base,caption,mutual_kNN_k5,0.0737981810307,768,256,4618,512
dinov2_base,qa_concat,VSA,0.641574951656,768,256,4618,512
dinov2_base,qa_concat,cm_cka,0.106591123484,768,256,4618,512
dinov2_base,qa_concat,cm_r2,-0.382470293078,768,256,4618,512
dinov2_base,qa_concat,mutual_kNN_k10,0.0245127760935,768,256,4618,512
dinov2_base,qa_concat,mutual_kNN_k20,0.0285513209181,768,256,4618,512
dinov2_base,qa_concat,mutual_kNN_k5,0.0220874837592,768,256,4618,512
dinov2_base,question_other,VSA,0.576333911266,768,256,4618,512
dinov2_base,question_other,cm_cka,0.0849999050623,768,256,4618,512
dinov2_base,question_other,cm_r2,-0.405927442676,768,256,4618,512
dinov2_base,question_other,mutual_kNN_k10,0.0199003897791,768,256,4618,512
dinov2_base,question_other,mutual_kNN_k20,0.0234084019056,768,256,4618,512
dinov2_base,question_other,mutual_kNN_k5,0.0174534430489,768,256,4618,512
dinov2_giant,answer_all_types,VSA,0.276529042456,1536,256,4618,512
dinov2_giant,answer_all_types,cm_cka,0.00948609709047,1536,256,4618,512
dinov2_giant,answer_all_types,cm_r2,-1.6353820538,1536,256,4618,512
dinov2_giant,answer_all_types,mutual_kNN_k10,0.00924642702469,1536,256,4618,512
dinov2_giant,answer_all_types,mutual_kNN_k20,0.0114118666089,1536,256,4618,512
dinov2_giant,answer_all_types,mutual_kNN_k5,0.00870506712863,1536,256,4618,512
dinov2_giant,answer_other,VSA,0.58934774171,1536,256,4618,512
dinov2_giant,answer_other,cm_cka,0.0253394100882,1536,256,4618,512
dinov2_giant,answer_other,cm_r2,-1.59004972368,1536,256,4618,512
dinov2_giant,answer_other,mutual_kNN_k10,0.0209181463837,1536,256,4618,512
dinov2_giant,answer_other,mutual_kNN_k20,0.0251624079688,1536,256,4618,512
dinov2_giant,answer_other,mutual_kNN_k5,0.019229103508,1536,256,4618,512
dinov2_giant,caption,VSA,0.876492239502,1536,256,4618,512
dinov2_giant,caption,VSA_abtt1,0.881621615625,1536,256,4618,512
dinov2_giant,caption,VSA_abtt2,0.8826312593,1536,256,4618,512
dinov2_giant,caption,VSA_abtt3,0.885595085967,1536,256,4618,512
dinov2_giant,caption,cm_cka,0.298145568165,1536,256,4618,512
dinov2_giant,caption,cm_r2,-0.997945364562,1536,256,4618,512
dinov2_giant,caption,mutual_kNN_k10,0.0822217410134,1536,256,4618,512
dinov2_giant,caption,mutual_kNN_k20,0.0957340840191,1536,256,4618,512
dinov2_giant,caption,mutual_kNN_k5,0.073624945864,1536,256,4618,512
dinov2_giant,qa_concat,VSA,0.678142043319,1536,256,4618,512
dinov2_giant,qa_concat,cm_cka,0.10324614914,1536,256,4618,512
dinov2_giant,qa_concat,cm_r2,-1.4472920263,1536,256,4618,512
dinov2_giant,qa_concat,mutual_kNN_k10,0.0234084019056,1536,256,4618,512
dinov2_giant,qa_concat,mutual_kNN_k20,0.0278583802512,1536,256,4618,512
dinov2_giant,qa_concat,mutual_kNN_k5,0.0206582936336,1536,256,4618,512
dinov2_giant,question_other,VSA,0.601257890848,1536,256,4618,512
dinov2_giant,question_other,cm_cka,0.082454488322,1536,256,4618,512
dinov2_giant,question_other,cm_r2,-1.46479135705,1536,256,4618,512
dinov2_giant,question_other,mutual_kNN_k10,0.0191857947163,1536,256,4618,512
dinov2_giant,question_other,mutual_kNN_k20,0.0232026851451,1536,256,4618,512
dinov2_giant,question_other,mutual_kNN_k5,0.0169770463404,1536,256,4618,512
dinov2_large,answer_all_types,VSA,0.275896636418,1024,256,4618,512
dinov2_large,answer_all_types,cm_cka,0.00825181032632,1024,256,4618,512
dinov2_large,answer_all_types,cm_r2,-0.796742845246,1024,256,4618,512
dinov2_large,answer_all_types,mutual_kNN_k10,0.010025985275,1024,256,4618,512
dinov2_large,answer_all_types,mutual_kNN_k20,0.0119315721091,1024,256,4618,512
dinov2_large,answer_all_types,mutual_kNN_k5,0.00922477262884,1024,256,4618,512
dinov2_large,answer_other,VSA,0.561145278446,1024,256,4618,512
dinov2_large,answer_other,cm_cka,0.0243502838171,1024,256,4618,512
dinov2_large,answer_other,cm_r2,-0.762115964907,1024,256,4618,512
dinov2_large,answer_other,mutual_kNN_k10,0.0214161974881,1024,256,4618,512
dinov2_large,answer_other,mutual_kNN_k20,0.0261152013859,1024,256,4618,512
dinov2_large,answer_other,mutual_kNN_k5,0.0194023386748,1024,256,4618,512
dinov2_large,caption,VSA,0.874368646643,1024,256,4618,512
dinov2_large,caption,VSA_abtt1,0.883133420858,1024,256,4618,512
dinov2_large,caption,VSA_abtt2,0.886748227075,1024,256,4618,512
dinov2_large,caption,VSA_abtt3,0.893838962099,1024,256,4618,512
dinov2_large,caption,cm_cka,0.318001261524,1024,256,4618,512
dinov2_large,caption,cm_r2,-0.359737180231,1024,256,4618,512
dinov2_large,caption,mutual_kNN_k10,0.0853832828064,1024,256,4618,512
dinov2_large,caption,mutual_kNN_k20,0.0982026851451,1024,256,4618,512
dinov2_large,caption,mutual_kNN_k5,0.0754872239065,1024,256,4618,512
dinov2_large,qa_concat,VSA,0.620791164638,1024,256,4618,512
dinov2_large,qa_concat,cm_cka,0.107934503372,1024,256,4618,512
dinov2_large,qa_concat,cm_r2,-0.631390163931,1024,256,4618,512
dinov2_large,qa_concat,mutual_kNN_k10,0.0239497618016,1024,256,4618,512
dinov2_large,qa_concat,mutual_kNN_k20,0.028702901689,1024,256,4618,512
dinov2_large,qa_concat,mutual_kNN_k5,0.0221741013426,1024,256,4618,512
dinov2_large,question_other,VSA,0.52677968521,1024,256,4618,512
dinov2_large,question_other,cm_cka,0.0851505260357,1024,256,4618,512
dinov2_large,question_other,cm_r2,-0.670384270939,1024,256,4618,512
dinov2_large,question_other,mutual_kNN_k10,0.0199653529667,1024,256,4618,512
dinov2_large,question_other,mutual_kNN_k20,0.0237332178432,1024,256,4618,512
dinov2_large,question_other,mutual_kNN_k5,0.0179731485492,1024,256,4618,512
dinov2_small,answer_all_types,VSA,0.309431899466,384,256,4618,384
dinov2_small,answer_all_types,cm_cka,0.00872693829945,384,256,4618,384
dinov2_small,answer_all_types,cm_r2,-0.183081236075,384,256,4618,384
dinov2_small,answer_all_types,mutual_kNN_k10,0.00965786054569,384,256,4618,384
dinov2_small,answer_all_types,mutual_kNN_k20,0.0111736682547,384,256,4618,384
dinov2_small,answer_all_types,mutual_kNN_k5,0.00944131658727,384,256,4618,384
dinov2_small,answer_other,VSA,0.634005645223,384,256,4618,384
dinov2_small,answer_other,cm_cka,0.0236938515085,384,256,4618,384
dinov2_small,answer_other,cm_r2,-0.161937395928,384,256,4618,384
dinov2_small,answer_other,mutual_kNN_k10,0.0206366392378,384,256,4618,384
dinov2_small,answer_other,mutual_kNN_k20,0.0238739714162,384,256,4618,384
dinov2_small,answer_other,mutual_kNN_k5,0.0194889562581,384,256,4618,384
dinov2_small,caption,VSA,0.908616650934,384,256,4618,384
dinov2_small,caption,VSA_abtt1,0.924090612304,384,256,4618,384
dinov2_small,caption,VSA_abtt2,0.928400084889,384,256,4618,384
dinov2_small,caption,VSA_abtt3,0.929040079698,384,256,4618,384
dinov2_small,caption,cm_cka,0.296893733582,384,256,4618,384
dinov2_small,caption,cm_r2,0.0804291701948,384,256,4618,384
dinov2_small,caption,mutual_kNN_k10,0.0787570376786,384,256,4618,384
dinov2_small,caption,mutual_kNN_k20,0.0915547856215,384,256,4618,384
dinov2_small,caption,mutual_kNN_k5,0.0695539194456,384,256,4618,384
dinov2_small,qa_concat,VSA,0.725542577879,384,256,4618,384
dinov2_small,qa_concat,cm_cka,0.102532348133,384,256,4618,384
dinov2_small,qa_concat,cm_r2,-0.0886450672239,384,256,4618,384
dinov2_small,qa_concat,mutual_kNN_k10,0.0237765266349,384,256,4618,384
dinov2_small,qa_concat,mutual_kNN_k20,0.0279125162408,384,256,4618,384
dinov2_small,qa_concat,mutual_kNN_k5,0.0210913815505,384,256,4618,384
dinov2_small,question_other,VSA,0.648679007932,384,256,4618,384
dinov2_small,question_other,cm_cka,0.0819974178491,384,256,4618,384
dinov2_small,question_other,cm_r2,-0.102522686687,384,256,4618,384
dinov2_small,question_other,mutual_kNN_k10,0.0193806842789,384,256,4618,384
dinov2_small,question_other,mutual_kNN_k20,0.0233217843222,384,256,4618,384
dinov2_small,question_other,mutual_kNN_k5,0.0172368990905,384,256,4618,384
dinov3,answer_all_types,VSA,0.256618451783,1024,256,4618,512
dinov3,answer_all_types,cm_cka,0.0101884294506,1024,256,4618,512
dinov3,answer_all_types,cm_r2,-0.754604085467,1024,256,4618,512
dinov3,answer_all_types,mutual_kNN_k10,0.011260285838,1024,256,4618,512
dinov3,answer_all_types,mutual_kNN_k20,0.0124079688177,1024,256,4618,512
dinov3,answer_all_types,mutual_kNN_k5,0.0107838891295,1024,256,4618,512
dinov3,answer_other,VSA,0.498903374327,1024,256,4618,512
dinov3,answer_other,cm_cka,0.0265098541399,1024,256,4618,512
dinov3,answer_other,cm_r2,-0.709856660824,1024,256,4618,512
dinov3,answer_other,mutual_kNN_k10,0.0241663057601,1024,256,4618,512
dinov3,answer_other,mutual_kNN_k20,0.0281182330013,1024,256,4618,512
dinov3,answer_other,mutual_kNN_k5,0.0222174101343,1024,256,4618,512
dinov3,caption,VSA,0.877031751508,1024,256,4618,512
dinov3,caption,VSA_abtt1,0.889014776467,1024,256,4618,512
dinov3,caption,VSA_abtt2,0.891346099495,1024,256,4618,512
dinov3,caption,VSA_abtt3,0.893534112695,1024,256,4618,512
dinov3,caption,cm_cka,0.253817822369,1024,256,4618,512
dinov3,caption,cm_r2,-0.329239213705,1024,256,4618,512
dinov3,caption,mutual_kNN_k10,0.0810524036379,1024,256,4618,512
dinov3,caption,mutual_kNN_k20,0.093406236466,1024,256,4618,512
dinov3,caption,mutual_kNN_k5,0.0714161974881,1024,256,4618,512
dinov3,qa_concat,VSA,0.694000823605,1024,256,4618,512
dinov3,qa_concat,cm_cka,0.0857562135344,1024,256,4618,512
dinov3,qa_concat,cm_r2,-0.582990867117,1024,256,4618,512
dinov3,qa_concat,mutual_kNN_k10,0.0240796881767,1024,256,4618,512
dinov3,qa_concat,mutual_kNN_k20,0.027750108272,1024,256,4618,512
dinov3,qa_concat,mutual_kNN_k5,0.0207882200087,1024,256,4618,512
dinov3,question_other,VSA,0.62106353675,1024,256,4618,512
dinov3,question_other,cm_cka,0.0684643901486,1024,256,4618,512
dinov3,question_other,cm_r2,-0.629941569811,1024,256,4618,512
dinov3,question_other,mutual_kNN_k10,0.0188826331745,1024,256,4618,512
dinov3,question_other,mutual_kNN_k20,0.0227262884366,1024,256,4618,512
dinov3,question_other,mutual_kNN_k5,0.0158510177566,1024,256,4618,512
dinov3_vitb16,answer_all_types,VSA,0.254211992192,768,196,4618,512
dinov3_vitb16,answer_all_types,cm_cka,0.00970601707652,768,196,4618,512
dinov3_vitb16,answer_all_types,cm_r2,-0.376987105667,768,196,4618,512
dinov3_vitb16,answer_all_types,mutual_kNN_k10,0.0101342572542,768,196,4618,512
dinov3_vitb16,answer_all_types,mutual_kNN_k20,0.011812472932,768,196,4618,512
dinov3_vitb16,answer_all_types,mutual_kNN_k5,0.00983109571243,768,196,4618,512
dinov3_vitb16,answer_other,VSA,0.571471309218,768,196,4618,512
dinov3_vitb16,answer_other,cm_cka,0.025279597449,768,196,4618,512
